Composite_Element_REF	Beta_value	Gene_Symbol	Chromosome	Genomic_Coordinate
cg11579069	0.0365716620695278	MYB	6	135502794
cg11582100	0.0174018468346388	GAD1	2	171673207
cg11584111	0.0161662440961833	C1orf105;PIGC	1	172412837
cg11584690	0.096499452285179		19	42574196
cg11584936	0.23874188047058	BNIPL	1	151009588
cg11585425	0.0145325933369356	ACTR2	2	65454529
cg11590700	0.10520703006435	MECOM	3	169381241
cg11591325	0.0401518830707294	F2R	5	76012591
cg11592951	0.00688974661897918	SRRT	7	100472745
cg11593656	0.109546062532452	COMMD6	13	76112039
cg11594131	NA	XPO1	2	61765360
cg11594137	0.162880235831231	NA	NA	0
cg11594228	0.385897228902771	NA	NA	0
cg11594415	0.0121743817070632	BAT2L2	1	171454668
cg11595245	0.00966118353464206	HELLS	10	96305461
cg11595749	0.00932308239260293	ATP5E	20	57607571
cg11595794	0.0162190835886615	ANKRD37	4	186317094
cg11598929	0.338804162089062	FAAH2	X	57313075
cg11599505	0.917435648506699	VSTM2L	20	36532096
cg11600161	0.794682561901025	TBC1D10C	11	67171585
cg11601662	0.025407256883129	FKBP14	7	30066256
cg11603096	0.0282528687677135	EIF3D	22	36925444
cg11608114	0.0565099753750693	LOC338799;SETD1B	12	122241139
cg11608424	NA	HEPACAM2	7	92849851
cg11609154	0.0249932074985278	C7orf55	7	139026010
cg11609344	0.0631814822361938	YKT6	7	44240862
cg11609366	0.01504906795805	RPL8	8	146018277
cg11609760	0.255704984962854	FGD1	X	54522363
cg11611600	0.0448420485384509	ADAMTSL3	15	84323154
cg11611854	0.016346196644377	NA	NA	0
cg11612291	0.0343028610648915	ZNF35	3	44690338
cg11612345	0.0404908036052428	SMOC2	6	168842491
cg11613875	0.0544081139092092	C9orf72	9	27573889
cg11614809	0.143958515372019	NDP	X	43832280
cg11617144	0.399241734614146	GPT	8	145729772
cg11618577	0.300249907753407	KRTCAP3	2	27665543
cg11619390	0.052896177566805	ZBTB8B	1	32931179
cg11620807	0.00783133931061059	IRS1	2	227664353
cg11620873	0.00786580685587901	CD9	12	6309515
cg11625178	0.0129745652689445	TMPO;LOC100128191	12	98909434
cg11625451	0.0140010853796124	GAN	16	81349061
cg11625946	0.00944083891461562	LRIG3	12	59314263
cg11626656	0.03722060452352	RND3	2	151343868
cg11626791	0.0130136755028524	TLK1	2	172016605
cg11628026	0.98833473445183	ACTL7A	9	111624939
cg11628034	0.0186880851797184	RPS16	19	39926904
cg11628282	0.0137483208834305	MFN1	3	179065624
cg11628487	0.0287730817923024	SET	9	131450973
cg11630242	0.0351331016113654	AKAP10	17	19881632
cg11630392	0.930485927694479	GPR171;MED12L	3	150920964
cg11631275	0.917417467240712	SDAD1	4	76903515
cg11631518	0.0181587190902545	KCNC2	12	75603585
cg11632617	0.071841829258167	PPCDC	15	75315747
cg11634198	0.111730278095883	NEUROD2	17	37764158
cg11635563	0.835172717274068	ENOX1	13	44241849
cg11638200	0.0203802693983993	PRKCQ	10	6621965
cg11638880	0.0141945373574587	SFT2D1	6	166755991
cg11639397	0.00671419689875792	VASP	19	46010716
cg11639651	0.226376834375058	HKDC1	10	70979811
cg11640565	0.880843492865976	STS	X	7137913
cg11644586	0.729383714288542	CCDC87;CCS	11	66360200
cg11646704	0.0302751962689224	IPO4	14	24658292
cg11646757	0.0144889260683428	C7orf68	7	128095699
cg11646887	0.0165759394678057	SCRN2	17	45918805
cg11647681	0.707586963962052	PCDHGA4;PCDHGA11;PCDHGA12;PCDHGA9;PCDHGA1;PCDHGB1;PCDHGB6;PCDHGB3;PCDHGB7;PCDHGA6;PCDHGA8;PCDHGA10;PCDHGA5;PCDHGB4;PCDHGA3;PCDHGA2;PCDHGA7;PCDHGB2;PCDHGB5	5	140810161
cg11648289	0.0198665520223325	EN2	7	155249674
cg11648471	0.23702320276083	MOSPD2;FANCB	X	14891001
cg11648996	0.98014088555438	FAM47B	X	34960814
cg11649001	0.0110390327886504	FTSJD2	6	37400863
cg11649654	0.0187108070067853	NDUFAF2;ERCC8	5	60240952
cg11649825	0.0191175693800117	C20orf4	20	34824487
cg11649846	0.877519586183586	STRA8	7	134917144
cg11651717	0.00981502795758834	ABCA5	17	67323282
cg11653266	0.0109442538630245	MRPL38	17	73901339
cg11653271	0.0136462284619842	SNRNP25;POLR3K	16	103723
cg11653466	0.417072179543614	C8orf86	8	38386235
cg11653500	0.00709423960059162	SPRY2	13	80915061
cg11653709	0.474823245480868	NA	NA	0
cg11653858	0.774152485005257	SLC13A2	17	26799289
cg11653864	0.523088534052482	ELK1	X	47509884
cg11654333	0.00932251715822581	DCK	4	71859710
cg11654620	0.0133457405760271	TYMP;ODF3B	22	50969039
cg11654737	0.146793609643024	BCKDHB	6	80816077
cg11655418	0.0305245184410928	RPS10	6	34394031
cg11655691	0.0373818941721674	CBARA1	10	74385779
cg11656547	0.04791528034754	MAMDC2	9	72658747
cg11657615	NA	ZDHHC1	16	67449861
cg11657808	0.0349240201294203	RYR2	1	237205950
cg11659747	0.0255589706932628	SCARB2	4	77134585
cg11661234	0.122948198943849	RLIM	X	73834596
cg11662098	0.0152628257881436	GOPC	6	117923795
cg11664825	0.394994303473959	XKRX	X	100184343
cg11665562	0.0214046784543791	PSMC1	14	90723462
cg11665588	0.0216783312787638	SESN3	11	94963991
cg11666924	0.0240852371956619	STXBP3	1	109289079
cg11667117	0.868544118440626	CA5A	16	87969962
cg11667754	0.0204090445716553	CDH1	16	68770981
cg11668512	0.952056662805857	ZHX3	20	39929580
cg11668844	0.157004615563254	MCF2L	13	113655622
cg11668923	0.0193949401712893	ADAM12	10	128076936
cg11670211	0.0489613716577743	NOX4	11	89224288
cg11672225	0.174928212753729	RNF185	22	31556238
cg11673092	0.0485737528990986	ARMC3	10	23216727
cg11673803	0.307732656619249	NA	NA	0
cg11673969	0.0199144473412095	EPHB4	7	100424945
cg11674404	NA	WDR17	4	176987359
cg11675413	0.982039113242158	FARP1;RNF113B	13	98829482
cg11676109	0.00678966029455364	HINFP	11	118992413
cg11676599	0.0191038265055498	PLEKHA1	10	124133934
cg11677722	0.0263238662510577	MED29;PAF1	19	39881393
cg11678767	0.0600741302933223	COL4A5;COL4A6	X	107682766
cg11679069	0.81991043009829	DNAJC15	13	43596577
cg11680158	0.023319669011044	TTC39B	9	15307376
cg11680236	0.0193882500632953	NME6	3	48342764
cg11680741	0.508613909739862	NA	NA	0
cg11681073	0.0091908934038468	NA	NA	0
cg11681617	0.0812636812121763	GAB3	X	153979649
cg11682508	0.26798200920949	C20orf166;C20orf200	20	61149399
cg11688219	0.0362047480572137	THAP3	1	6684919
cg11688469	0.825541698972348	TNNI1	1	201391061
cg11688990	NA	PSMG2;CEP76	18	12704161
cg11691938	0.0254249129146264	CCDC111;CASP3	4	185569742
cg11692021	0.431253105595458	GNB3	12	6949472
cg11692477	0.0205500829693747	SLC40A1	2	190445477
cg11693019	0.864876443618238	AKR1B10	7	134211620
cg11694641	0.00844746549104929	SLC25A3	12	98987961
cg11695266	0.0197374130887957	DNAJB6	7	157129166
cg11695358	0.342753061908765	MAPK15	8	144797963
cg11695601	0.0455388195878086	CHN1	2	175870435
cg11695684	0.757788062373908	CHRND	2	233391265
cg11696575	0.0128340144247913	ING3	7	120591325
cg11697652	0.0261358798364152	NA	NA	0
cg11698653	0.868458106327118	NA	NA	0
cg11698762	0.0147406861183195	WDR54	2	74648964
cg11700429	0.00957431077594129	ANAPC1	2	112641892
cg11700584	0.0296298460194121	RPL36AL;MGAT2	14	50088544
cg11701148	0.138572178683165	MYOM2	8	1993035
cg11703011	0.0240354018042849	SERPINE2	2	224903461
cg11705439	0.00995628406821478	PRKCSH;CCDC151	19	11546473
cg11706111	0.937085736568321	ZNF19	16	71523144
cg11706163	0.738591302133772	C9	5	39364495
cg11706746	0.0100106473508254	B3GAT3	11	62389756
cg11706911	0.142061575778327	AGMAT	1	15910989
cg11710000	0.0273518382551609	FZD3	8	28352559
cg11710560	0.891740113131547	NA	NA	0
cg11710969	0.0640842719797435	ARMC3	10	23217173
cg11712199	0.582582391428561	NA	NA	0
cg11713008	0.0359674746914865	POP1;HRSP12	8	99129222
cg11713029	0.0141958644837298	CCDC84	11	118868622
cg11713336	0.0131845553586438	UBE2D2	5	138940474
cg11714014	0.128190018655118	GABRQ	X	151807197
cg11714502	NA	AK1	9	130640212
cg11715903	0.00964865357789572	FERMT2	14	53417327
cg11715966	0.346453123373385	CCDC8	19	46917255
cg11715999	0.0278704128605224	ATP5G1	17	46970694
cg11716026	0.576392185685179	H19	11	2016937
cg11717557	0.0179022752810127	DCLRE1B;AP4B1	1	114448153
cg11718090	0.030370185525571	NA	NA	0
cg11718315	0.0644408653843015	PARP16	15	65579480
cg11719157	NA	PITPNA	17	1466715
cg11719283	0.592057835951857		19	42574717
cg11719297	0.18410986729475	RIPK4	21	43187083
cg11719412	0.00834579167150052	TATDN1;NDUFB9	8	125551441
cg11719452	0.0364282905990158	MEPCE;ZCWPW1	7	100027776
cg11719784	0.167742826581264		1	203058954
cg11720778	0.953123815753741	TIGD7	16	3351073
cg11721194	0.705571435623746	SLAMF7	1	160709239
cg11722531	0.0226073298360075	APC2	19	1449857
cg11722639	0.0189948850354266	OBFC2B	12	56618199
cg11724134	0.0196910043454423	RNF39	6	30043727
cg11724759	0.137238704045984	RPE65	1	68915898
cg11726593	0.104028082675997	NA	NA	0
cg11727029	NA	UNC45A	15	91478024
cg11730100	0.0503692192786091	FEN1;C11orf10;MIR611	11	61560294
cg11730691	0.0104993256157465	NA	NA	0
cg11730961	0.035952791124342	SFPQ	1	35658733
cg11732619	0.0297866229595669	SLIT3	5	168728076
cg11733245	0.908974811532341	IL2RA	10	6104312
cg11735358	0.0151090963918077	WDR77;ATP5F1	1	111991797
cg11735605	0.029168596309543	IKZF2	2	214016230
cg11736869	0.0727985192860668	PEX13;PUS10	2	61245136
cg11738011	0.0152490412937568	PUS1	12	132414265
cg11738543	0.0903734199071749	SOCS2	12	93967225
cg11739626	0.325564144488362	AKT1S1;TBC1D17	19	50381908
cg11743470	NA	GCNT4	5	74327277
cg11743795	0.011495762730159	SLMAP	3	57742983
cg11744351	0.00939653091710381	UBL3	13	30424153
cg11745019	0.0362086318262623	ANGPT1	8	108509756
cg11747499	0.0491646461590219	SSH1	12	109252653
cg11747771	0.0144468047378718	GLDC	9	6645468
cg11748006	NA	CAPNS1	19	36630557
cg11750183	0.145447613398869	C9orf40	9	77568022
cg11750883	0.339451464330997	CRCT1	1	152486950
cg11752275	0.916493237021141	GNLY	2	85921036
cg11754095	0.0416293689317992	CTSO	4	156874602
cg11754206	0.0331524304436248	KCNB2	8	73448579
cg11754343	0.0422979205750992	RPAIN;NUP88	17	5322575
cg11754676	0.0188589972125696	ZNF10	12	133706789
cg11756837	0.0450687388726072	PRKAB1	12	120105372
cg11757293	0.0339253132450622	KIFC2	8	145692581
cg11759378	0.852779327586993	DPPA2	3	109035469
cg11761535	0.851423192035382	TM4SF18	3	149051031
cg11762346	0.17396247046939	HKDC1	10	70980112
cg11762629	0.10222255497133	CTDSP2	12	58240176
cg11763112	0.0285059740128634	KIAA1009	6	84937277
cg11764747	0.477708648698381	EFNB1	X	68050216
cg11765205	0.505459016761357	ARL11	13	50202547
cg11766698	0.0591934641285565	UQCRC2	16	21964765
cg11767711	0.892603699195418	APLP1	19	36358783
cg11768416	0.993909812524243	C12orf12	12	91348697
cg11768886	0.0266405079415878	STK32B	4	5052795
cg11769360	0.921403282990836	ERAP2	5	96215016
cg11772764	0.00821732324101724	RSPH1	21	43916603
cg11777321	NA	TEF	22	41778547
cg11778001	0.0305083219715336	NAB1	2	191512851
cg11780382	0.0199410602387891	C6orf62	6	24719812
cg11780934	0.0189387429576612	ANKRD13B	17	27920081
cg11781389	0.0569125856517541	GLB1L2	11	134201462
cg11783451	0.0159583732377114	CCDC126	7	23637068
cg11783497	0.233244077841398	IL1RN	2	113875292
cg11784281	0.915060591352511	C2orf57	2	232457785
cg11784785	0.0436974793650496	SLC6A5	11	20620089
cg11786750	0.010835994580206	DYNC1LI1	3	32612556
cg11787522	0.108897542052802	STRA6	15	74495109
cg11787828	0.0252556371162705	NDUFAF4	6	97345624
cg11787839	NA	LMLN;IQCG	3	197687728
cg11790217	0.0283037412663135	PIAS1	15	68346484
cg11792483	0.00992445461172545	ASPHD2	22	26824763
cg11792664	0.0140797828288522	UQCR	19	1605706
cg11793332	0.597674762558892	ELF1	13	41556827
cg11793380	NA	C1QTNF6	22	37585617
cg11794728	0.0389440308502235	KLF12	13	74707860
cg11795262	0.935951051879115	GATAD2A	19	19569574
cg11797883	0.0319090797169612	ARPC5L	9	127631644
cg11797994	NA	ALX4	11	44330731
cg11799561	0.658774455585612	NA	NA	0
cg11800672	0.414487893223212	SLC39A4	8	145642291
cg11801011	0.247779544171282	SHANK1	19	51220537
cg11801374	NA	C20orf160	20	30597694
cg11802013	0.887745019294456	CCND1	11	69469175
cg11802692	0.016861516062103	FKBP14	7	30066348
cg11804789	0.418657282034457	CST7	20	24929716
cg11806389	0.0130346475040122	ZNF446	19	58987282
cg11806565	0.21692502012583	PHKA1	X	71934695
cg11806749	0.012461145283109	RUNX2;SUPT3H	6	45345490
cg11808544	0.061092556087259	NA	NA	0
cg11808757	NA	HDAC10;TUBGCP6	22	50683907
cg11808874	NA	FAM136A	2	70529494
cg11809085	NA	TNFSF15	9	117567756
cg11809091	0.604169589433056	PCDHB7	5	140552105
cg11810837	0.0854246254943981	ARMCX5	X	101854276
cg11811840	0.95472226168405	UGT1A10;UGT1A1;UGT1A6;UGT1A8;UGT1A4;UGT1A3;UGT1A9;UGT1A7;UGT1A5	2	234669166
cg11812202	0.591506013022396	PNLIP	10	118305409
cg11812218	0.592640223431116	GHSR	3	172166920
cg11814446	0.0517788629244425	LEMD3	12	65562996
cg11815363	0.00791101518916917	KCNK1	1	233750184
cg11816577	0.0402267566986354	YWHAE	17	1303886
cg11819013	0.0110200447175942	IMPDH2	3	49066976
cg11819429	NA	C14orf119;ACIN1	14	23565029
cg11819637	0.884939825740384	THPO	3	184095505
cg11820497	0.0156929488586883	ATG4D	19	10654946
cg11820734	0.0210988730748703	MRPL35	2	86426725
cg11821147	0.0120820393348701	ZFC3H1;THAP2	12	72057762
cg11821536	0.00865584067415751	TTC8	14	89291100
cg11821702	0.950918874893678	MLANA	9	5891258
cg11822659	0.0441259544545342	DOK5	20	53092781
cg11822772	0.548092923397686	ZNF280C	X	129402977
cg11822932	0.883922843289657	LMO2	11	33913716
cg11822964	0.874543682500611	PTGIR	19	47129337
cg11823654	0.0218360859120592	PIF1	15	65117936
cg11824111	NA	DKC1	X	153990676
cg11825652	NA	CAV2	7	116139367
cg11826116	0.0212612523517894	ATF4	22	39916314
cg11826486	0.729235170439977	NA	NA	0
cg11827101	0.9404924658856		2	8468422
cg11827595	NA	C3orf10	3	10157099
cg11828089	NA	CALN1	7	71878121
cg11828669	0.0186617040188747	ZBTB1;ZBTB25	14	64971476
cg11830061	0.966532435330607	INSL6	9	5185415
cg11832543	0.9767652207349	C1orf49	1	178481818
cg11832722	0.18072973150596	DSC3	18	28623060
cg11832727	0.0183312304178056	RERE	1	8877257
cg11833861	0.123099431568782	TMEM98	17	31255635
cg11834681	0.811950363406744	CYP2A13	19	41594746
cg11835197	NA	TFAP2E	1	36038514
cg11835355	NA	APOL3	22	36561746
cg11837864	0.00921538837469765	FAM134A	2	220043521
cg11839979	0.289288470177997	TMEM164	X	109246372
cg11840168	NA	RBBP8	18	20513432
cg11840540	0.0353455847916385	FXYD5;FXYD7	19	35644996
cg11841758	0.022391632527732	MAGOH	1	53704358
cg11843304	NA	PTPRO	12	15501337
cg11843691	0.0270487811816376	TBC1D9	4	141678312
cg11843760	0.00689105529242027	DFFA	1	10532677
cg11844110	0.027811917602647		1	208042623
cg11845202	NA	KRT78	12	53242392
cg11846236	0.108856189067602	COL7A1	3	48632568
cg11846543	0.043983895319917	NA	NA	0
cg11846956	0.0117896826156282	KLK10	19	51520382
cg11846968	0.843220833043199	PLUNC	20	31823545
cg11847459	0.00899737724922258	MBIP	14	36789488
cg11847808	0.0367576862508964	EPHA8	1	22889611
cg11847949	0.683737857252259	NA	NA	0
cg11848539	0.010882031560492	TNFRSF21	6	47277822
cg11849692	NA	LDB1	10	103875969
cg11850311	0.019024346561051	ID1	20	30192545
cg11851098	0.96306243619942	WBP2NL	22	42395340
cg11852073	NA	C1orf56;BNIPL	1	151019560
cg11852814	0.04054198980905	PLCXD2	3	111393588
cg11854007	NA	BASE	20	31781697
cg11854877	0.644025564486023	F8;F8A3;F8A2;F8A1	X	154114544
cg11856093	0.0356256586016769	ARID1A	1	27023388
cg11856697	0.806371796083646	DNAI2	17	72276937
cg11856918	0.0129687521478924	ATP6V1B2	8	20054956
cg11857445	0.0121299982313124	AATF	17	35305905
cg11858029	NA		1	11324407
cg11860203	0.062520750093462	CCL2	17	32582516
cg11861730	0.0221653147861871	ETS1	11	128392683
cg11864993	0.643949439359144	PCDHB16;PCDHB8	5	140559832
cg11867686	NA	PPP1CA	11	67169368
cg11868029	0.0156208609504073	CTSC	11	88071041
cg11868900	0.0413224269551457	EFCAB1	8	49648035
cg11869721	0.0221014144639131	METTL9	16	21611122
cg11871280	0.79102614190522	SLC16A7	12	60082038
cg11871549	0.319939860975006	ZCCHC12	X	117957616
cg11873854	0.526272155068886	LCN6	9	139642875
cg11874272	0.425315422466934	CD86	3	121773564
cg11876012	0.970481669336547	POLR3K	16	101686
cg11876919	0.013521279631841	HMG20A	15	77713622
cg11877382	0.0715653427040729	GLT1D1	12	129338939
cg11879188	NA	ABO	9	136149908
cg11879480	0.111197794822252	SLC36A4	11	92930739
cg11879514	0.0995634975333876	ARSG;SLC16A6	17	66287032
cg11879577	0.0271359048929517	ARL6IP1	16	18813519
cg11880010	0.633392975069377	PRUNE2	9	79328644
cg11880211	0.91559116913774	NA	NA	0
cg11880892	0.0167161481643557	PPA1	10	71992660
cg11882252	0.834940480508697	CMBL	5	10307634
cg11884243	0.373284764174521	FCN2	9	137772886
cg11884546	0.0195449025637508	ITGAX	16	31366377
cg11884656	0.0363275076400413	NAA50	3	113464379
cg11884699	0.868382674881685	NA	NA	0
cg11884792	0.0304887656388842	OBFC2A	2	192542902
cg11885098	0.100576420467417	EFNA2	19	1285397
cg11887234	0.106604611398175	SMUG1	12	54582673
cg11890956	0.0332697013292792	PSMG1	21	40555474
cg11891504	0.0263015519655638	HAUS4	14	23425909
cg11891583	0.38105028229442	NA	NA	0
cg11893236	0.0342395291047028	PRMT7;SLC7A6OS	16	68345102
cg11893323	NA	URM1	9	131133119
cg11896271	0.0223193522349687	PANX2	22	50609327
cg11896345	0.0274937618745642	SLC43A2	17	1532217
cg11896923	0.365233280214691	PNMT	17	37825027
cg11897314	0.0810090200668539	PRR16	5	119799832
cg11898695	NA	PTCRA	6	42883504
cg11899895	0.0334046889878341	TAX1BP1	7	27779895
cg11901954	0.0745143323710746	INTS7;DTL	1	212209499
cg11902458	0.0339001278511145	KCNN3	1	154842746
cg11903057	0.669123791349085	RHOH	4	40198776
cg11903096	0.0256703008829103	PPP2R5C	14	102276267
cg11903151	0.0176815133467419	NA	NA	0
cg11903880	0.781430380981056	GSTM4	1	110197856
cg11904887	0.0296871110732735	MUL1	1	20834802
cg11905488	0.750690237877226	CLEC12A	12	10123604
cg11905589	0.0859711307882071	PAIP2	5	138677334
cg11905617	0.0161396931745023	KLHL20	1	173684474
cg11906718	0.0864521376739771	RNF19A	8	101322791
cg11908570	0.0161212423799181	KIAA0040	1	175162044
cg11909310	0.0224417133154988	GTPBP10	7	89975786
cg11909865	0.0175866024470273	C11orf57;PIH1D2	11	111944731
cg11911418	0.985618376024151	ELAC1	18	48493759
cg11911951	0.743603522715673	UNKL	16	1430216
cg11912049	0.0206235647524503		12	50361401
cg11913104	0.00983503245700599	RAD23A	19	13056743
cg11913615	0.107539370753147	KCNG4	16	84273157
cg11916186	0.0168513123154321	THRAP3	1	36689760
cg11916609	0.62073599257746	IL1RL1	2	102927488
cg11917694	0.0520005175267049	STAMBPL1	10	90639684
cg11919271	NA	MED12L;P2RY12	3	151102879
cg11919694	0.0249141313155268	TBC1D10B	16	30380600
cg11920519	0.88261883815769	MAP1LC3A	20	33135025
cg11921829	0.767519692170184	NA	NA	0
cg11928198	NA	SCNM1;LYSMD1	1	151137319
cg11928366	0.0114263223754946	NDUFB7	19	14682779
cg11928635	0.0147688480733055	ZNF318	6	43337708
cg11930592	0.00802529871671837	MSX1	4	4861820
cg11932564	0.016391529710413	TNFRSF13C	22	42322146
cg11933267	0.862620360949694	PLA2G2F	1	20466132
cg11933375	0.0317151767347326	SLC38A7	16	58718466
cg11934695	0.0183918348882427	ADRA1D	20	4230092
cg11935147	0.114754758713755	PDE4DIP	1	145075831
cg11935638	0.0783877370306527	EHHADH	3	184972145
cg11939047	0.0144119154648532	NA	NA	0
cg11939071	0.00738397117558879	DTX1	12	113494429
cg11939496	0.567214905840579	CD244	1	160833560
cg11943820	0.967002728433311	ITPRIP	10	106094061
cg11944101	0.898591006605822	CD40LG	X	135730413
cg11944393	0.0155726315005673	SMC3	10	112327600
cg11946165	0.837062502456722	CTSK	1	150781434
cg11946503	0.409917497350178	NEUROG1	5	134870514
cg11946769	0.0144806976022793	NME6	3	48343235
cg11947493	0.0126619420615214	TNFRSF10D	8	23021515
cg11948328	0.0251856846732242	HSD17B12	11	43702395
cg11951066	0.933534878825165	NA	NA	0
cg11951446	0.111158627832639	COX17	3	119396386
cg11952714	0.107250834650505	SNX7	1	99126623
cg11953334	0.0233270483365072	GRIN2D	19	48897863
cg11953824	NA	C9orf6;IKBKAP	9	111697545
cg11953868	0.0474393091465357	WFDC10A;WFDC9	20	44258437
cg11956146	0.0209697727004281	CABYR	18	21718974
cg11957040	0.0117091221500711	NA	NA	0
cg11957880	0.00876303626539464	UBE2N	12	93835939
cg11957986	0.906815534521656	NA	NA	0
cg11959435	0.762256502175372	NA	NA	0
cg11959821	0.0525296757187469	TBRG4	7	45151241
cg11960393	0.105927817241671	LOX	5	121414172
cg11961618	0.0186609488654974	PHLDA2	11	2951844
cg11964474	0.957664855168889	BRCA1;NBR2	17	41278655
cg11964613	0.688068668855674	ARSE	X	2882333
cg11965370	0.58618513888965	NTM	11	131780946
cg11970301	0.0315962446389341	PPP4C	16	30087888
cg11970458	0.0630030600123129	PYCARD	16	31213481
